PokeDatabaseId,PokemonId,PokemonName,PokedexId,ClassificationId,AlternateFormName,OriginalPokemonId,LegendaryType,PokemonHeight,PokemonWeight,PrimaryTypeId,SecondaryTypeId,PrimaryAbilityId,SecondaryAbilityId,HiddenAbilityId,SpecialEventAbilityId,MaleRatio,FemaleRatio,BaseHappiness,GameOfOriginId,PrimaryEggGroupId,SecondaryEggGroupId,EggCycleCount,PreEvolutionPokemonId,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,EvolutionDetails
1061,1307,Bruxish,779,272,,,,0.9,19.0,2,9.0,47,248.0,303.0,,50.0,50.0,50,12,14,,15,,68,105,70,70,70,92,475,0,2,0,0,0,0,2,80,Medium Fast,1000000,
1062,1309,Drampa,780,460,,,,3.0,185.0,5,12.0,21,209.0,29.0,,50.0,50.0,50,12,11,4.0,20,,78,60,85,135,91,36,485,0,0,0,2,0,0,2,70,Medium Fast,1000000,
1063,1310,Dhelmise,781,541,,,,3.9,210.0,17,4.0,243,,,,0.0,0.0,50,12,10,,25,,70,131,100,86,90,40,517,0,2,0,0,0,0,2,25,Medium Fast,1000000,
1064,1311,Jangmo-o,782,530,,,,0.6,29.7,12,,24,233.0,159.0,,50.0,50.0,50,12,4,,40,,45,55,65,45,45,45,300,0,0,1,0,0,0,1,45,Slow,1250000,
1065,1312,Hakamo-o,783,530,,,,1.2,47.0,12,14.0,24,233.0,159.0,,50.0,50.0,50,12,4,,40,1311.0,55,75,90,65,70,65,420,0,0,2,0,0,0,2,45,Slow,1250000,Level 35
1066,1313,Kommo-o,784,530,,,,1.6,78.2,12,14.0,24,233.0,159.0,,50.0,50.0,50,12,4,,40,1312.0,75,110,125,100,105,85,600,0,0,3,0,0,0,3,45,Slow,1250000,Level 45
1067,1314,Tapu Koko,785,353,,,Sub-Legendary,1.8,20.5,3,10.0,61,,265.0,,0.0,0.0,50,12,12,,15,,70,115,85,95,75,130,570,0,0,0,0,0,3,3,3,Slow,1250000,
1068,1315,Tapu Lele,786,353,,,Sub-Legendary,1.2,18.6,9,10.0,183,,265.0,,0.0,0.0,50,12,12,,15,,70,85,75,130,115,95,570,0,0,0,3,0,0,3,3,Slow,1250000,
1069,1316,Tapu Bulu,787,353,,,Sub-Legendary,1.9,45.5,4,10.0,85,,265.0,,0.0,0.0,50,12,12,,15,,70,130,115,85,95,75,570,0,3,0,0,0,0,3,3,Slow,1250000,
1070,1317,Tapu Fini,788,353,,,Sub-Legendary,1.3,21.2,2,10.0,142,,265.0,,0.0,0.0,50,12,12,,15,,70,75,115,95,130,85,570,0,0,0,0,3,0,3,3,Slow,1250000,
1071,1318,Cosmog,789,430,,,Legendary,0.2,0.1,9,,283,,,,0.0,0.0,0,12,12,,120,,43,29,31,29,31,37,200,1,0,0,0,0,0,1,45,Slow,1250000,
1072,1320,Cosmoem,790,481,,,Legendary,0.1,999.9,9,,249,,,,0.0,0.0,0,12,12,,120,1318.0,43,29,131,29,131,37,400,0,0,1,0,1,0,2,45,Slow,1250000,Level 43
1073,1321,Solgaleo,791,626,,,Legendary,3.4,230.0,9,11.0,76,,,,0.0,0.0,0,12,12,,120,1320.0,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,Slow,1250000,Level 53 In Sun Or Ultra Sun
1074,1321,Solgaleo,791,626,,,Legendary,3.4,230.0,9,11.0,76,,,,0.0,0.0,0,12,12,,120,1320.0,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,Slow,1250000,Level 53 In Sword
1075,1321,Solgaleo,791,626,,,Legendary,3.4,230.0,9,11.0,76,,,,0.0,0.0,0,12,12,,120,1320.0,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,Slow,1250000,Level 53 in Scarlet
1076,1322,Lunala,792,417,,,Legendary,4.0,120.0,9,17.0,215,,,,0.0,0.0,0,12,12,,120,1320.0,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,Slow,1250000,Level 53 In Moon Or Ultra Moon
1077,1322,Lunala,792,417,,,Legendary,4.0,120.0,9,17.0,215,,,,0.0,0.0,0,12,12,,120,1320.0,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,Slow,1250000,Level 53 In Shield
1078,1322,Lunala,792,417,,,Legendary,4.0,120.0,9,17.0,215,,,,0.0,0.0,0,12,12,,120,1320.0,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,Slow,1250000,Level 53 in Violet
1079,1323,Nihilego,793,448,,,Sub-Legendary,1.2,55.5,8,7.0,20,,,,0.0,0.0,0,12,12,,120,,109,53,47,127,131,103,570,0,0,0,0,3,0,3,45,Slow,1250000,
1080,1324,Buzzwole,794,631,,,Sub-Legendary,2.4,333.6,18,14.0,20,,,,0.0,0.0,0,12,12,,120,,107,139,139,53,53,79,570,0,1,2,0,0,0,3,45,Slow,1250000,
1081,1325,Pheromosa,795,368,,,Sub-Legendary,1.8,25.0,18,14.0,20,,,,0.0,0.0,0,12,12,,120,,71,137,37,137,37,151,570,0,0,0,0,0,3,3,45,Slow,1250000,
1082,1326,Xurkitree,796,271,,,Sub-Legendary,3.8,100.0,3,,20,,,,0.0,0.0,0,12,12,,120,,83,89,71,173,71,83,570,0,0,0,3,0,0,3,45,Slow,1250000,
1083,1327,Celesteela,797,355,,,Sub-Legendary,9.2,999.9,11,16.0,20,,,,0.0,0.0,0,12,12,,120,,97,101,103,107,101,61,570,0,1,1,1,0,0,3,45,Slow,1250000,
1084,1328,Kartana,798,184,,,Sub-Legendary,0.3,0.1,4,11.0,20,,,,0.0,0.0,0,12,12,,120,,59,181,131,59,31,109,570,0,3,0,0,0,0,3,45,Slow,1250000,
1085,1329,Guzzlord,799,341,,,Sub-Legendary,5.5,888.0,15,12.0,20,,,,0.0,0.0,0,12,12,,120,,223,101,53,97,53,43,570,3,0,0,0,0,0,3,45,Slow,1250000,
1086,1404,Necrozma,800,480,Dusk Mane,1331.0,Legendary,3.8,460.0,9,11.0,179,,,,0.0,0.0,0,1,12,,120,,97,157,127,113,109,77,680,0,3,0,0,0,0,3,255,Slow,1250000,
1087,1405,Necrozma,800,480,Dawn Wings,1331.0,Legendary,4.2,350.0,9,17.0,179,,,,0.0,0.0,0,1,12,,120,,97,113,109,157,127,77,680,0,0,0,3,0,0,3,255,Slow,1250000,
1088,1406,Necrozma,800,480,Ultra,1331.0,Legendary,7.5,230.0,9,12.0,152,,,,0.0,0.0,0,1,12,,120,,97,167,97,167,97,129,754,0,1,0,1,0,1,3,255,Slow,1250000,
1089,1331,Necrozma,800,480,,,Legendary,2.4,230.0,9,,179,,,,0.0,0.0,0,12,12,,120,,97,107,101,127,89,79,600,0,1,0,0,2,0,3,255,Slow,1250000,
1090,1332,Magearna,801,20,,,Mythical,1.0,80.5,11,10.0,232,,,,0.0,0.0,0,12,12,,120,,80,95,115,130,115,65,600,0,0,0,3,0,0,3,3,Slow,1250000,
1091,1771,Magearna,801,20,Original Color,1332.0,Mythical,1.0,80.5,11,10.0,232,,,,0.0,0.0,0,12,12,,120,,80,95,115,130,115,65,600,0,0,0,3,0,0,3,3,Slow,1250000,
1092,1333,Marshadow,802,270,,,Mythical,0.7,22.2,14,17.0,264,,,,0.0,0.0,0,12,12,,120,,90,125,80,90,90,125,600,0,2,0,0,0,1,3,3,Slow,1250000,
1093,1334,Poipole,803,471,,,Sub-Legendary,0.6,1.8,7,,20,,,,0.0,0.0,0,1,12,,120,,67,73,67,73,67,73,420,0,0,0,0,0,1,1,45,Slow,1250000,
1094,1335,Naganadel,804,471,,,Sub-Legendary,3.6,150.0,7,12.0,20,,,,0.0,0.0,0,1,12,,120,1334.0,73,73,73,127,73,121,540,0,0,0,3,0,0,3,45,Slow,1250000,Knowing Dragon Pulse
1095,1336,Stakataka,805,495,,,Sub-Legendary,5.5,820.0,8,11.0,20,,,,0.0,0.0,0,1,12,,120,,61,131,211,53,101,13,570,0,0,3,0,0,0,3,30,Slow,1250000,
1096,1337,Blacephalon,806,228,,,Sub-Legendary,1.8,13.0,13,17.0,20,,,,0.0,0.0,0,1,12,,120,,53,127,53,151,79,107,570,0,0,0,3,0,0,3,30,Slow,1250000,
1097,1338,Zeraora,807,650,,,Mythical,1.5,44.5,3,,290,,,,0.0,0.0,0,1,12,,120,,88,112,75,102,80,143,600,0,0,0,0,0,3,3,3,Slow,1250000,
1098,1339,Meltan,808,299,,,Mythical,0.2,8.0,11,,134,,,,0.0,0.0,0,8,12,,120,,46,65,65,55,35,34,300,0,1,0,0,0,0,1,3,Slow,1250000,
1099,1340,Melmetal,809,299,,,Mythical,2.5,800.0,11,,116,,,,0.0,0.0,0,8,12,,120,1339.0,135,143,143,80,65,34,600,0,3,0,0,0,0,3,3,Slow,1250000,400 Meltan Candy
1100,1552,Melmetal,809,299,Gigantamax,1340.0,Mythical,25.0,0.0,11,,116,,,,0.0,0.0,0,5,12,,120,,135,143,143,80,65,34,600,0,3,0,0,0,0,3,3,Slow,1250000,
1101,1439,Grookey,810,117,,,,0.3,5.0,4,,160,,85.0,,87.5,12.5,50,5,6,8.0,20,,50,65,50,40,40,65,310,0,0,0,0,1,0,1,45,Medium Slow,1059860,
1102,1440,Thwackey,811,44,,,,0.7,14.0,4,,160,,85.0,,87.5,12.5,50,5,6,8.0,20,1439.0,70,85,70,55,60,80,420,0,0,0,0,2,0,2,45,Medium Slow,1059860,Level 16
1103,1441,Rillaboom,812,188,,,,2.1,90.0,4,,160,,85.0,,87.5,12.5,50,5,6,8.0,20,1440.0,100,125,90,60,70,85,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,Level 35
1104,1529,Rillaboom,812,188,Gigantamax,1441.0,,28.0,0.0,4,,160,,85.0,,87.5,12.5,50,5,6,8.0,20,,100,125,90,60,70,85,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,
1105,1442,Scorbunny,813,490,,,,0.3,4.5,13,,23,,122.0,,87.5,12.5,50,5,6,9.0,20,,50,71,40,40,40,69,310,0,0,0,0,0,1,1,45,Medium Slow,1059860,
1106,1443,Raboot,814,490,,,,0.6,9.0,13,,23,,122.0,,87.5,12.5,50,5,6,9.0,20,1442.0,65,86,50,55,60,94,410,0,0,0,0,0,2,2,45,Medium Slow,1059860,Level 16
1107,1444,Cinderace,815,617,,,,1.4,33.0,13,,23,,122.0,,87.5,12.5,50,5,6,9.0,20,1443.0,80,116,75,65,75,119,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,Level 35
1108,1528,Cinderace,815,617,Gigantamax,1444.0,,27.0,0.0,13,,23,,122.0,,87.5,12.5,50,5,6,9.0,20,,80,116,75,65,75,119,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,
1109,1445,Sobble,816,699,,,,0.3,4.0,2,,273,,227.0,,87.5,12.5,50,5,13,6.0,20,,50,40,40,70,40,70,310,0,0,0,0,1,1,2,45,Medium Slow,1059860,
1110,1446,Drizzile,817,699,,,,0.7,11.5,2,,273,,227.0,,87.5,12.5,50,5,13,6.0,20,1445.0,65,60,55,95,55,90,420,0,0,0,2,0,0,2,45,Medium Slow,1059860,Level 16
1111,1447,Inteleon,818,553,,,,1.9,45.2,2,,273,,227.0,,87.5,12.5,50,5,13,6.0,20,1446.0,70,85,65,125,65,120,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,Level 35
1112,1527,Inteleon,818,553,Gigantamax,1447.0,,40.0,0.0,2,,273,,227.0,,87.5,12.5,50,5,13,6.0,20,,70,85,65,125,65,120,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,
1113,1462,Skwovet,819,112,,,,0.3,2.5,5,,25,,80.0,,50.0,50.0,50,5,6,,20,,70,55,55,35,35,25,275,1,0,0,0,0,0,1,255,Medium Fast,1000000,
1114,1463,Greedent,820,281,,,,0.6,6.0,5,,25,,80.0,,50.0,50.0,50,5,6,,20,1462.0,120,95,95,55,75,20,460,2,0,0,0,0,0,2,90,Medium Fast,1000000,Level 24
1115,1469,Rookidee,821,654,,,,0.2,1.8,16,,118,285.0,22.0,,50.0,50.0,50,5,7,,15,,38,47,35,33,35,57,245,0,0,0,0,0,1,1,255,Medium Slow,1059860,
1116,1470,Corvisquire,822,497,,,,0.8,16.0,16,,118,285.0,22.0,,50.0,50.0,50,5,7,,15,1469.0,68,67,55,43,55,77,365,0,0,0,0,0,2,2,120,Medium Slow,1059860,Level 18
1117,1471,Corviknight,823,497,,,,2.2,75.0,16,11.0,177,285.0,141.0,,50.0,50.0,50,5,7,,15,1470.0,98,87,105,53,85,67,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,Level 38
1118,1544,Corviknight,823,497,Gigantamax,1471.0,,14.0,0.0,16,11.0,177,285.0,141.0,,50.0,50.0,50,5,7,,15,,98,87,105,53,85,67,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,
1119,1485,Blipbug,824,354,,,,0.4,8.0,18,,255,34.0,265.0,,50.0,50.0,50,5,2,,15,,25,20,20,25,45,45,180,0,0,0,0,1,0,1,255,Medium Fast,1000000,
1120,1486,Dottler,825,492,,,,0.4,19.5,18,9.0,255,34.0,265.0,,50.0,50.0,50,5,2,,15,1485.0,50,35,80,50,90,30,335,0,0,0,0,2,0,2,120,Medium Fast,1000000,Level 10
1121,1487,Orbeetle,826,556,,,,0.4,40.8,18,9.0,255,75.0,265.0,,50.0,50.0,50,5,2,,15,1486.0,60,45,110,80,120,90,505,0,0,0,0,3,0,3,45,Medium Fast,1000000,Level 30
1122,1543,Orbeetle,826,556,Gigantamax,1487.0,,14.0,0.0,18,9.0,255,75.0,265.0,,50.0,50.0,50,5,2,,15,,60,45,110,80,120,90,505,0,0,0,0,3,0,3,45,Medium Fast,1000000,
1123,1488,Nickit,827,247,,,,0.6,8.9,15,,203,284.0,235.0,,50.0,50.0,50,5,6,,15,,40,28,28,47,52,50,245,0,0,0,0,1,0,1,255,Fast,800000,
1124,1489,Thievul,828,247,,,,1.2,19.9,15,,203,284.0,235.0,,50.0,50.0,50,5,6,,15,1488.0,70,58,58,87,92,90,455,0,0,0,0,2,0,2,127,Fast,800000,Level 18
1125,1490,Gossifleur,829,239,,,,0.4,2.2,4,,38,196.0,60.0,,50.0,50.0,50,5,8,,20,,40,40,60,40,60,10,250,0,0,0,0,1,0,1,190,Medium Fast,1000000,
1126,1491,Eldegoss,830,143,,,,0.5,2.5,4,,38,196.0,60.0,,50.0,50.0,50,5,8,,20,1490.0,60,50,90,80,120,60,460,0,0,0,0,2,0,2,75,Medium Fast,1000000,Level 20
1127,1492,Wooloo,831,563,,,,0.6,6.0,5,,71,203.0,24.0,,50.0,50.0,50,5,6,,15,,42,40,55,40,45,48,270,0,0,1,0,0,0,1,255,Medium Fast,1000000,
1128,1493,Dubwool,832,563,,,,1.3,43.0,5,,71,241.0,24.0,,50.0,50.0,50,5,6,,15,1492.0,72,80,100,60,90,88,490,0,0,2,0,0,0,2,127,Medium Fast,1000000,Level 24
1129,1494,Chewtle,833,584,,,,0.3,8.5,2,,248,220.0,257.0,,50.0,50.0,50,5,11,13.0,20,,50,64,50,38,38,44,284,0,1,0,0,0,0,1,255,Medium Fast,1000000,
1130,1495,Drednaw,834,61,,,,1.0,115.5,2,8.0,248,220.0,257.0,,50.0,50.0,50,5,11,13.0,20,1494.0,90,115,90,48,68,74,485,0,2,0,0,0,0,2,75,Medium Fast,1000000,Level 22
1131,1542,Drednaw,834,61,Gigantamax,1495.0,,24.0,0.0,2,8.0,248,220.0,257.0,,50.0,50.0,50,5,11,13.0,20,,90,115,90,48,68,74,485,0,2,0,0,0,0,2,75,Medium Fast,1000000,
1132,1496,Yamper,835,489,,,,0.3,13.5,3,,15,,192.0,,50.0,50.0,50,5,6,,20,,59,45,50,40,50,26,270,1,0,0,0,0,0,1,255,Fast,800000,
1133,1497,Boltund,836,177,,,,1.0,34.0,3,,248,,33.0,,50.0,50.0,50,5,6,,20,1496.0,69,90,60,90,60,121,490,0,0,0,0,0,2,2,45,Fast,800000,Level 25
1134,1498,Rolycoly,837,124,,,,0.3,12.0,8,,242,93.0,68.0,,50.0,50.0,50,5,10,,15,,30,40,50,40,50,30,240,0,0,1,0,0,0,1,255,Medium Slow,1059860,
1135,1499,Carkol,838,124,,,,1.1,78.0,8,13.0,242,66.0,68.0,,50.0,50.0,50,5,10,,15,1498.0,80,60,90,60,70,50,410,0,0,2,0,0,0,2,120,Medium Slow,1059860,Level 18
1136,1500,Coalossal,839,124,,,,2.8,310.5,8,13.0,242,66.0,68.0,,50.0,50.0,50,5,10,,15,1499.0,110,80,120,80,90,30,510,0,0,3,0,0,0,3,45,Medium Slow,1059860,Level 34
1137,1541,Coalossal,839,124,Gigantamax,1500.0,,42.0,0.0,8,13.0,242,66.0,68.0,,50.0,50.0,50,5,10,,15,,110,80,120,80,90,30,510,0,0,3,0,0,0,3,45,Medium Slow,1059860,
1138,1501,Applin,840,10,,,,0.2,0.5,4,12.0,197,80.0,24.0,,50.0,50.0,50,5,8,4.0,20,,40,40,80,40,40,20,260,0,0,1,0,0,0,1,255,Erratic,600000,
1139,1502,Flapple,841,13,,,,0.3,1.0,4,12.0,197,80.0,99.0,,50.0,50.0,50,5,8,4.0,20,1501.0,70,110,80,95,60,70,485,0,2,0,0,0,0,2,45,Erratic,600000,Tart Apple
1140,1540,Flapple,841,13,Gigantamax,1502.0,,24.0,0.0,4,12.0,197,80.0,99.0,,50.0,50.0,50,5,8,4.0,20,,70,110,80,95,60,70,485,0,2,0,0,0,0,2,45,Erratic,600000,
1141,1539,Appletun,842,12,Gigantamax,1503.0,,24.0,0.0,4,12.0,197,80.0,271.0,,50.0,50.0,50,5,8,4.0,20,,110,85,80,100,80,30,485,2,0,0,0,0,0,2,45,Erratic,600000,
1142,1503,Appletun,842,12,,,,0.4,13.0,4,12.0,197,80.0,271.0,,50.0,50.0,50,5,8,4.0,20,1501.0,110,85,80,100,80,30,485,2,0,0,0,0,0,2,45,Erratic,600000,Sweet Apple
1143,1504,Silicobra,843,527,,,,2.2,7.6,6,,206,218.0,208.0,,50.0,50.0,50,5,6,4.0,20,,52,57,75,35,50,46,315,0,0,1,0,0,0,1,255,Medium Fast,1000000,
1144,1505,Sandaconda,844,527,,,,3.8,65.5,6,,206,218.0,208.0,,50.0,50.0,50,5,6,4.0,20,1504.0,72,107,125,65,70,71,510,0,0,2,0,0,0,2,120,Medium Fast,1000000,Level 36
1145,1538,Sandaconda,844,527,Gigantamax,1505.0,,22.0,0.0,6,,206,218.0,208.0,,50.0,50.0,50,5,6,4.0,20,,72,107,125,65,70,71,510,0,0,2,0,0,0,2,120,Medium Fast,1000000,
1146,1506,Cramorant,845,285,,,,0.8,18.0,16,2.0,88,,,,50.0,50.0,50,5,13,7.0,20,,70,85,55,85,95,85,475,0,0,0,0,2,0,2,45,Medium Fast,1000000,
1147,1507,Arrokuda,846,522,,,,0.5,1.0,2,,257,,180.0,,50.0,50.0,50,5,14,,20,,41,63,40,40,30,66,280,0,0,0,0,0,1,1,255,Slow,1250000,
1148,1508,Barraskewda,847,574,,,,1.3,30.0,2,,257,,180.0,,50.0,50.0,50,5,14,,20,1507.0,61,123,60,60,50,136,490,0,0,0,0,0,2,2,60,Slow,1250000,Level 26
1149,14,Toxel,848,30,,,,0.4,11.0,3,7.0,192,240.0,119.0,,50.0,50.0,50,5,12,,25,,40,38,35,54,35,40,242,0,0,0,1,0,0,1,75,Medium Slow,1059860,
1150,15,Toxtricity,849,487,,,,1.6,40.0,3,7.0,184,168.0,264.0,,50.0,50.0,50,5,9,,25,14.0,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,Medium Slow,1059860,"Level 30 With An Adamant, Brave, Docile, Hardy, Hasty, Impish, Jolly, Lax, Naive, Naughty, Quirky, Rash, or Sassy Nature"
1151,16,Toxtricity,849,487,Low Key,15.0,,1.6,40.0,3,7.0,184,140.0,264.0,,50.0,50.0,50,5,9,,25,14.0,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,Medium Slow,1059860,"Level 30 With A Bashful, Bold, Calm, Careful, Gentle, Lonely, Mild, Modest, Quiet, Relaxed, Serious, or Timid Nature"
1152,1536,Toxtricity,849,487,Gigantamax,15.0,,24.0,0.0,3,7.0,184,168.0,264.0,,50.0,50.0,50,5,9,,25,,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,Medium Slow,1059860,
1153,1537,Toxtricity,849,487,Low Key Gigantamax,15.0,,24.0,0.0,3,7.0,184,140.0,264.0,,50.0,50.0,50,5,9,,25,,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,Medium Slow,1059860,
1154,1509,Sizzlipede,850,491,,,,0.7,1.0,13,18.0,68,298.0,66.0,,50.0,50.0,50,5,2,,20,,50,65,45,50,50,45,305,0,1,0,0,0,0,1,190,Medium Fast,1000000,
1155,1510,Centiskorch,851,491,,,,3.0,120.0,13,18.0,68,298.0,66.0,,50.0,50.0,50,5,2,,20,1509.0,100,115,65,90,90,65,525,0,2,0,0,0,0,2,75,Medium Fast,1000000,Level 28
1156,1535,Centiskorch,851,491,Gigantamax,1510.0,,75.0,0.0,13,18.0,68,298.0,66.0,,50.0,50.0,50,5,2,,20,,100,115,65,90,90,65,525,0,2,0,0,0,0,2,75,Medium Fast,1000000,
1157,1511,Clobbopus,852,638,,,,0.6,4.0,14,,125,,264.0,,50.0,50.0,50,5,13,9.0,25,,50,68,60,50,50,32,310,0,1,0,0,0,0,1,180,Medium Slow,1059860,
1158,1512,Grapploct,853,340,,,,1.6,39.0,14,,125,,264.0,,50.0,50.0,50,5,13,9.0,25,1511.0,80,118,90,70,80,42,480,0,2,0,0,0,0,2,45,Medium Slow,1059860,Knowing Taunt
1159,1513,Sinistea,854,63,,,,0.1,0.2,17,,296,,41.0,,0.0,0.0,50,5,10,1.0,20,,40,45,45,74,54,50,308,0,0,0,1,0,0,1,120,Medium Fast,1000000,
1160,1761,Sinistea,854,63,Antique,1513.0,,0.1,0.2,17,,296,,41.0,,0.0,0.0,50,5,10,1.0,20,,40,45,45,74,54,50,308,0,0,0,1,0,0,1,120,Medium Fast,1000000,
1161,1762,Polteageist,855,63,Antique,1514.0,,0.2,0.4,17,,296,,41.0,,0.0,0.0,50,5,10,1.0,20,1761.0,60,65,65,134,114,70,508,0,0,0,2,0,0,2,60,Medium Fast,1000000,Chipped Pot
1162,1514,Polteageist,855,63,,,,0.2,0.4,17,,296,,41.0,,0.0,0.0,50,5,10,1.0,20,1513.0,60,65,65,134,114,70,508,0,0,0,2,0,0,2,60,Medium Fast,1000000,Cracked Pot
1163,1515,Hatenna,856,97,,,,0.4,3.4,9,,92,8.0,130.0,,0.0,100.0,50,5,5,,20,,42,30,45,56,53,39,265,0,0,0,1,0,0,1,235,Slow,1250000,
1164,1516,Hattrem,857,555,,,,0.6,4.8,9,,92,8.0,130.0,,0.0,100.0,50,5,5,,20,1515.0,57,40,65,86,73,49,370,0,0,0,2,0,0,2,120,Slow,1250000,Level 32
1165,1517,Hatterene,858,569,,,,2.1,5.1,9,10.0,92,8.0,130.0,,0.0,100.0,50,5,5,,20,1516.0,57,90,95,136,103,29,510,0,0,0,3,0,0,3,45,Slow,1250000,Level 42
1166,1534,Hatterene,858,569,Gigantamax,1517.0,,26.0,0.0,9,10.0,92,8.0,130.0,,0.0,100.0,50,5,5,,20,,57,90,95,136,103,29,510,0,0,0,3,0,0,3,45,Slow,1250000,
1167,1518,Impidimp,859,713,,,,0.4,5.5,15,10.0,176,75.0,165.0,,100.0,0.0,50,5,5,9.0,20,,45,45,30,55,40,50,265,0,0,0,1,0,0,1,255,Medium Fast,1000000,
1168,1519,Morgrem,860,167,,,,0.8,12.5,15,10.0,176,75.0,165.0,,100.0,0.0,50,5,5,9.0,20,1518.0,65,60,45,75,55,70,370,0,0,0,2,0,0,2,120,Medium Fast,1000000,Level 32
1169,1520,Grimmsnarl,861,94,,,,1.5,61.0,15,10.0,176,75.0,165.0,,100.0,0.0,50,5,5,9.0,20,1519.0,95,120,65,95,75,60,510,0,3,0,0,0,0,3,45,Medium Fast,1000000,Level 42
1170,1533,Grimmsnarl,861,94,Gigantamax,1520.0,,32.0,0.0,15,10.0,176,75.0,165.0,,100.0,0.0,50,5,5,9.0,20,,95,120,65,95,75,60,510,0,3,0,0,0,0,3,45,Medium Fast,1000000,
1171,1468,Obstagoon,862,71,,,,1.6,46.0,15,5.0,194,89.0,49.0,,50.0,50.0,50,5,6,,15,1467.0,93,90,101,60,81,95,520,0,0,3,0,0,0,3,45,Medium Fast,1000000,Level 35 At Night
1172,99,Perrserker,863,690,,,,0.8,28.0,11,,17,274.0,244.0,,50.0,50.0,50,5,6,,20,98.0,70,110,100,50,60,50,440,0,2,0,0,0,0,2,90,Medium Fast,1000000,Level 28
1173,1390,Cursola,864,141,,,,1.0,0.4,17,,296,,164.0,,25.0,75.0,50,5,13,15.0,20,1389.0,60,95,50,145,130,30,510,0,0,0,2,0,0,2,30,Fast,800000,Level 38
1174,1398,Sirfetch'd,865,708,,,,0.8,117.0,14,,241,,211.0,,50.0,50.0,50,5,7,6.0,20,1369.0,62,135,95,68,82,65,507,0,2,0,0,0,0,2,45,Medium Fast,1000000,Land Three Critical Hits In One Battle
1175,1376,Mr. Rime,866,135,,,,1.5,58.2,1,9.0,262,212.0,102.0,,50.0,50.0,50,5,9,,25,1377.0,80,85,75,110,100,70,520,0,0,0,3,0,0,3,45,Medium Fast,1000000,Level 42
1176,1465,Runerigus,867,284,,,,1.6,66.6,6,17.0,291,,,,50.0,50.0,50,5,10,1.0,25,1464.0,58,95,145,50,105,30,483,0,0,2,0,0,0,2,90,Medium Fast,1000000,Take 49+ Damage and Travel Under Stone Bridge in Dusty Bowl in Galar
1177,1483,Milcery,868,149,,,,0.2,0.3,10,,256,,11.0,,0.0,100.0,50,5,5,1.0,20,,45,40,40,50,61,34,270,0,0,0,0,1,0,1,200,Medium Fast,1000000,
1178,1484,Alcremie,869,149,,,,0.3,0.5,10,,256,,11.0,,0.0,100.0,50,5,5,1.0,20,1483.0,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Spin Clockwise Less Than 5 Seconds During The Day
1179,1532,Alcremie,869,149,Ruby Cream,1484.0,,0.3,0.5,10,,256,,11.0,,0.0,100.0,50,5,5,1.0,20,1483.0,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Spin Counterclockwise Less Than 5 Seconds During The Day
1180,1862,Alcremie,869,149,Matcha Cream,1484.0,,0.3,0.5,10,,256,,11.0,,0.0,100.0,50,5,5,1.0,20,1483.0,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Spin Clockwise Less Than 5 Seconds During The Night
1181,1863,Alcremie,869,149,Mint Cream,1484.0,,0.3,0.5,10,,256,,11.0,,0.0,100.0,50,5,5,1.0,20,1483.0,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Spin Counterclockwise More Than 5 Seconds During The Night
1182,1864,Alcremie,869,149,Lemon Cream,1484.0,,0.3,0.5,10,,256,,11.0,,0.0,100.0,50,5,5,1.0,20,1483.0,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Spin Clockwise More Than 5 Seconds During The Night
1183,1865,Alcremie,869,149,Salted Cream,1484.0,,0.3,0.5,10,,256,,11.0,,0.0,100.0,50,5,5,1.0,20,1483.0,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Spin Counterclockwise Less Than 5 Seconds During The Night
